title,author,預購專案,群眾募資,音樂,攝影,出版,時尚,設計,表演,藝術,科技,教育,遊戲,飲食,空間,社會,插畫漫畫,電影動畫,地方創生,挺好店,新春賀喜,money,time_left,image,video,sponsor_num,target,duration,comment_num,QA_num,website,yt,fb,ig,set_num,set_price
Galio 120W 氮化鎵+碳化矽極速充電器，快速拯救你的電力荒,Galio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2700674,success,42,1,1306,100000,14340,315,4.0,0,0,1,0,8,"[1990, 3780, 7380, 18000, 100, 2290, 1790, 1890]"
BeBird A2 - 抗菌級挖耳監控棒【旗艦組】｜看得見才安心，享受 SPA 級耳道清潔體驗！,Bebird,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6788365,success,48,3,3137,100000,14340,55,5.0,0,0,0,0,9,"[1899, 3678, 7196, 16990, 49800, 2499, 4798, 1799, 1899]"
『 KRAM排水鞋 』－台灣雨季運動救星！都會型運動必備，輕巧、時尚又美型！,UNCODE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,700380,success,61,2,406,80000,14340,15,,1,0,1,0,9,"[1070, 1420, 2300, 1340, 1760, 2260, 2900, 5940, 8040]"
正負零 | 蒸氣兩用掛燙機 輕巧簡約、操作便利，蒸熨平燙一次解決！,正負零±0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1125346,success,13,1,531,200000,14340,2,3.0,0,0,0,0,4,"[2099, 2099, 2290, 6450]"
【 iRocks | 可分離式人體工學機械鍵盤】解放雙手自由的舒適鍵盤，電腦使用者福音,iRocks,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1473040,success,49,5,357,50000,14340,8,5.0,1,0,1,1,7,"[3780, 7260, 7460, 17900, 3680, 7060, 3580]"
【猴猴玩啵啵隨身皂】隨時洗手不共用，中草藥抗菌成份給您最安心守護！,猴猴玩花樣,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21890,success,23,1,44,20000,14340,0,2.0,1,0,1,0,7,"[1620, 1265, 860, 450, 380, 810, 1620]"
最後衝刺｜6/5開始配送安裝｜【Haier海爾】55吋10-bit 真4K HDR薄邊框無線鏡射液晶電視｜加贈基本安裝及二項好禮,Hitlove海淘樂購,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1565132,success,27,1,161,100000,14340,54,,1,0,1,0,3,"[9999, 990, 2380]"
【小七泡泡｜自動感應泡沫洗手機】你的雙手就交給萌趣可愛的動物來守護吧！,小七泡泡,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1363708,success,38,1,1173,100000,14340,9,11.0,0,0,1,0,8,"[890, 1740, 790, 369, 910, 1780, 4350, 8500]"
3D複合式獨立筒凝膠鞋墊,愛倍多國際股份有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64371,success,16,1,53,30000,14340,1,5.0,1,0,1,1,6,"[789, 888, 1600, 2290, 3750, 7200]"
水泥鋼筆 T 1 - 柱列之序,Ktidesign,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59000,success,26,0,25,40000,14340,1,,0,0,1,0,5,"[1500, 1500, 6000, 10000, 1500]"
【 Hippolo ❘ 吸力不耗損 無線洗地機 】高CP值、高效率的地板清潔怪獸！,Dirt Devil Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1219700,success,28,2,196,100000,14340,24,5.0,1,0,1,0,4,"[5980, 6980, 11760, 5880]"
CODYSON 超音波醒酒陳化機-品嚐未來，即刻享受,AGE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137210,success,34,3,34,100000,14340,0,11.0,0,0,1,0,6,"[3490, 6580, 29900, 3680, 6990, 32900]"
inCharge 6 ｜世界最小的軍規級六合一傳輸線,inCharge Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6222073,success,70,4,4571,100000,14340,155,11.0,0,0,1,0,21,"[1280, 2990, 2180, 830, 590, 749, 1170, 2895, 5690, 27250, 2990, 1280, 590, 699, 1170, 2895, 5690, 27250, 749, 579, 1250]"
Alan Backpack輕薄瞬間包 - 比礦泉水還輕盈的後背包，擁有4倍的超強收納效率！,Anvi Original ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,259260,success,65,1,147,30000,14340,6,9.0,1,1,1,1,6,"[1680, 1280, 3280, 4280, 6880, 1480]"
好孜奈米抗菌口罩｜久戴也不易有擾人異味！,好孜Hozzy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1712420,success,21,1,673,50000,14340,76,9.0,0,0,1,0,6,"[690, 1360, 2680, 6500, 31000, 59000]"
地球村二氧化氯氣態分子殺菌除醛防疫產品上市,康聯家庭科技有限公司,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200690,success,48,3,202,200000,14340,4,14.0,1,0,1,0,7,"[680, 520, 1560, 3000, 4260, 5510, 200]"
"BLoveFAMILY無線吸塵器 |酷炫炸裂,好用時尚，多功能六合一",橙遠科技,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37300,success,23,1,14,30000,14340,2,9.0,1,0,1,0,5,"[2000, 3900, 5600, 8600, 15000]"
【 居家防潮新革命｜小綠能除濕器 】高效能、0耗材、免排水，專為台灣環境設計，為環保而生！,Jyiteh,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6852705,success,47,2,4135,50000,14340,45,7.0,1,0,1,0,7,"[749, 1478, 4314, 6990, 1358, 699, 1378]"
拖著走升降邊桌 | 不論沙發床邊，全靠我的行動懶人桌,aka-ilife,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,547540,success,23,1,149,60000,14340,0,2.0,1,1,1,1,8,"[2990, 5290, 11950, 21900, 2790, 2990, 5290, 11950]"
極『輕』防盜 重磅登場 - URBAN BUMBAG 防割防盜都會隨行包,XDDESIGN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701178,success,65,6,614,8888,14340,9,,0,0,1,0,18,"[990, 1280, 1880, 4450, 3280, 3860, 3960, 4980, 1580, 1880, 99, 290, 690, 690, 690, 990, 890, 899]"
SwitchBot 智慧開關機器人｜懶到極限、帥到炸裂，無痛升級蝙蝠俠般的智慧家庭,SwitchBot,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7030862,success,86,6,2943,300000,14340,48,16.0,0,0,1,0,17,"[2590, 3990, 6490, 770, 4090, 6690, 7190, 23000, 68700, 1010, 2290, 2490, 2520, 3590, 3940, 1500, 1400]"
免偷走不怕割防盜包METODO｜不怕割後背包Backpack L、不怕割單肩背包Cross Bag M　外出防盜新攻略,歐都納股份有限公司,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56660,success,67,2,17,50000,14340,0,3.0,1,0,1,0,9,"[1880, 2380, 3280, 3960, 4860, 6660, 2180, 2580, 3580]"
H6 旗艦無線吸塵器｜猛獸級性能｜革命性創新設計,Roborock Taiwan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6220920,success,49,2,668,500000,14340,32,11.0,1,0,1,0,13,"[11988, 12088, 12588, 12988, 24576, 71928, 598, 698, 3998, 1998, 2498, 11988, 3998]"
俏媽咪摩登老花眼鏡｜2020母親節，一份被忽略的小禮物,Mr.Banboo台灣手工眼鏡,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12620,success,27,1,13,1960,14340,0,4.0,1,1,1,1,8,"[980, 980, 980, 980, 1580, 1580, 680, 160]"
【 TourBox | 全新概念的創作軟體控制器 】讓你擺脫複雜單調的快捷鍵，徹底解放你的創造力！,TourBoxTech,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10753188,success,55,1,2808,100000,14340,56,7.0,1,0,1,1,9,"[3899, 7198, 420, 4099, 16995, 3499, 3699, 3799, 6988]"
Orijin 100%純素天然海綿 | 一個會讓人期待洗澡的海綿。,Orijin Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,207160,success,29,2,131,20000,14340,0,3.0,0,0,1,0,6,"[650, 1280, 1860, 5800, 15600, 680]"
好裹物｜一貼即合 包裹萬物,CONNACT Inc.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4725850,success,63,1,3714,500000,14340,31,11.0,1,0,1,1,19,"[1150, 1380, 1120, 1840, 1500, 2400, 3600, 4800, 1250, 750, 620, 990, 1100, 920, 690, 560, 2200, 1100, 1130]"
Qbit 翻轉沙發｜音響、燈具與沙發完美結合，史上最自由的模組化沙發。,Qbit翻轉沙發,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2902760,success,52,1,136,350000,14340,0,13.0,1,0,1,0,14,"[39800, 62800, 83400, 12000, 5380, 7300, 5880, 7800, 4000, 2600, 2980, 37500, 59800, 80000]"
Heimelig 直立棉 x 機能環保內衣,Heimelig直立棉x機能環保內衣,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156060,success,53,2,95,50000,14340,0,10.0,1,1,1,1,6,"[1380, 2700, 3960, 5160, 168, 1280]"
wiseholder 廚餘垃圾收納夾｜來自韓國的生活智慧王！,wiseholder Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,417080,success,45,3,287,20000,14340,4,4.0,0,0,0,0,7,"[660, 1200, 1740, 2850, 4480, 6600, 15900]"
《鹿上桃花源》守護環境繪本 出版計畫,彩蔍設計,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,121520,success,35,1,208,60000,14340,0,2.0,0,0,0,0,12,"[390, 300, 350, 350, 540, 890, 1450, 990, 190, 590, 390, 390]"
【 inaday's｜Falcon L4000 緊急強光手電筒 】江湖救急靠這支，您的日常安全好幫手！,inaday's,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2495740,success,52,12,1934,100000,14340,61,7.0,1,1,1,0,9,"[1250, 950, 950, 1290, 1250, 1250, 990, 1940, 2540]"
【Day health ｜ 新時代膠原蛋白】 一天一包，水潤、Q彈、亮澤、養妍一次擁有，解放你的美肌力,Dayhealth日日足量,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111904,success,54,1,73,100000,14340,0,,0,0,0,0,5,"[880, 980, 3080, 5980, 10688]"
io智能餐廚設備家裡就是米其林｜25L多功能氣炸烤箱,大悲國際,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1026114,success,54,1,151,100000,14340,11,12.0,1,0,1,0,16,"[5990, 11580, 27450, 52900, 1299, 499, 499, 499, 6290, 12180, 28950, 55900, 6490, 12580, 29950, 57900]"
Cuitisan酷藝師名作系列│全世界唯一可以微波的不鏽鋼抗菌保鮮盒,Hanplus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1025488,success,37,3,520,100000,14340,2,15.0,1,0,1,0,14,"[2480, 1800, 1380, 4999, 1199, 1090, 990, 620, 700, 820, 5399, 1280, 1660, 2280]"
SPLC 【與日本同步-快速穿脫鞋帶扣】,Nifco,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46405,success,18,2,164,30000,14340,3,7.0,1,1,1,1,5,"[269, 499, 1200, 330, 168]"
【極度保密｜AencrGo加密器】保護隱私、捍衛智財最進擊！秘密不再是秘密，而是極-機-密！！,安鎧科技,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97185,success,22,2,46,80000,14340,0,9.0,1,0,1,1,8,"[1485, 1550, 1720, 3225, 7525, 13975, 8980, 17500]"
比 iPhone 11 還輕！VERYKAL 超極輕一鍵式自動折傘,Amvel Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,914960,success,51,2,439,100000,14340,0,8.0,0,0,0,0,9,"[1580, 2980, 5680, 13800, 39900, 1780, 1380, 1480, 2880]"
二代品捷包 ＰＩＮＪＢＡＯ｜多功能萬用機車側掛包｜三秒快拆式設計｜隨掛即用｜奢華版｜防水版,PINJBAO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,267380,success,52,3,68,50000,14340,11,31.0,1,0,0,0,9,"[1780, 2780, 3160, 5520, 5160, 9520, 4360, 8320, 7920]"
《BIO MAUSAH碧蔓舒》PP雪肌偽妝棒｜第一支不用卸妝的防曬保養品,BIO MAUSAH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544000,success,36,1,547,50000,14340,2,19.0,1,0,1,0,5,"[450, 800, 1750, 3200, 400]"
H.U.A-玫瑰濾杯,智造所國際有限公司,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,281220,success,57,5,253,100000,14340,0,,1,0,1,0,16,"[3000, 1080, 1080, 1080, 1380, 1380, 1380, 980, 980, 980, 7050, 7050, 7050, 3780, 7050, 12960]"
嘖嘖 x VIKINC 五十萬達標成功，曼特寧與墨西哥風味解鎖！,Vikinc ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51500,success,16,2,17,50000,14340,0,,1,0,1,0,4,"[750, 950, 1600, 3200]"
首創＂穿戴式＂Pro2藍芽K歌喇叭！模擬KTV包廂真實音場! 教師擴音教學更輕鬆有趣~,ENSING燕聲電子,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83940,success,9,1,29,50000,14340,6,2.0,0,0,0,0,3,"[2480, 4880, 2480]"
【DALI｜IO系列無線 Hi-Fi 耳機】60小時續航，50mm 大單體，媲美市面高規格耳機,DALI,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,133937,success,21,3,11,40000,14340,0,1.0,0,0,1,0,4,"[9999, 12990, 10500, 13500]"
學園風格的女僕養成桌上遊戲《私立女僕學園》,巧克歐蕾,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28160,success,28,1,29,20000,14340,0,,1,0,0,0,6,"[960, 420, 1050, 420, 2700, 5000]"
『 iKlips C 』蘋果備份新定義 iPhone與C的零距離 從此備份 / 傳輸無極限,ADAM elements,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3438590,success,99,2,1170,100000,14340,0,21.0,1,0,1,0,30,"[2180, 2480, 3080, 2580, 3580, 4550, 3580, 3680, 3780, 4180, 2380, 2680, 3380, 3080, 9900, 11900, 990, 14900, 25800, 1580, 1780, 3080, 3380, 2280, 2580, 3750, 4150, 3180, 3280, 21800]"
ULH 2.0 終極鏡頭遮光罩｜擊退玻璃反光，1 秒捕捉窗外美景！,ULH Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3004130,success,58,1,2422,100000,14340,51,5.0,0,0,1,0,16,"[1399, 729, 879, 2200, 869, 1249, 789, 990, 1590, 649, 699, 799, 849, 1290, 1349, 1349]"
Kamini卡蜜尼第一張實體專輯‑〖Mantra梵唱聽出好心情〗­‑愛的滋養＋限量靜心課程,Kamini Prem,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107530,success,9,2,95,80000,14340,0,,1,0,1,0,4,"[650, 3150, 6200, 12000]"
超高 CP 值，你的雨天救星｜雲米洗脫烘智慧滾筒洗衣機,Nesting 雲米台灣總代理,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48872165,success,48,1,5346,100000,14340,274,9.0,0,0,1,0,8,"[13999, 14800, 750, 300, 13800, 13800, 13200, 13200]"
撐起你的筆電手機跟人生｜全宇宙最強的 FoldStand 隱形三角超磁架,DesignNest x Axiom,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,739801,success,79,7,852,100000,14340,46,8.0,0,0,1,0,18,"[450, 450, 500, 550, 450, 1400, 850, 950, 1050, 2000, 2250, 2500, 3800, 4300, 4800, 510, 560, 610]"
【FlashGet 地表最小 SSD固態硬碟】1TB 超大容量，重量小於20g!,FlashGet X MERCURY,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1663440,success,25,2,313,60000,14340,16,3.0,0,0,0,0,6,"[5880, 4080, 3180, 4380, 3380, 5380]"
❚ DALI KATCH ONE | Soundbar 聲霸 ❚ 北歐最美的多功能無線音響系統,DALI,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,645200,success,30,8,25,60000,14340,5,,0,0,1,0,2,"[25800, 28800]"
The Alter如初橙花精萃保濕油 | 一門深入的極簡保養哲學,The Alter,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361640,success,21,1,55,300000,14340,0,5.0,0,0,0,0,7,"[2890, 1330, 1780, 3040, 5520, 12950, 24100]"
台灣GUKANG-厚呷鍋 I 沒有距離‧人人都可駕馭的「萬用鐵鍋」,Gukang設計團隊,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,254660,success,42,1,49,100000,14340,1,5.0,0,0,0,0,6,"[2980, 4080, 6800, 3980, 4980, 8800]"
日本ANDES Bio Micron空氣清淨機，真正唯一去除PM0.0004乙醛、甲醛及各項病毒︳21坪大空間︳除菌/抗病毒高達99%以上，淨化99.99%以上懸浮微粒,Hitlove海淘樂購,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143600,success,44,1,4,100000,14340,0,,1,0,1,0,6,"[25900, 39900, 51900, 49800, 77800, 99800]"
好孜翹翹枕｜解決坐睡問題， 也是最佳腰部支撐器。,好孜Hozzy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212820,success,31,1,89,30000,14340,15,,0,0,1,0,10,"[1980, 3780, 5400, 8900, 16800, 120, 240, 360, 1980, 5400]"
LE JUE 陪伴成長型收納櫃 ｜ 孩子生活小老師，父母好幫手,LE JUE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60700,success,24,1,6,50000,14340,0,7.0,1,0,0,0,5,"[4180, 4480, 8560, 20900, 39800]"
▌安管家 WiFi體重計 ▌台灣首發最強測量黑科技 + 18身體數據市面最多,安管家 S-Butler,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,151860,success,16,1,95,100000,14340,4,6.0,1,0,1,0,3,"[1580, 1680, 3200]"
【Sirui Swift | 三軸穩定器】摺疊隨身，穩拍隨行,Sirui 思銳,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1023675,success,46,7,302,80000,14340,48,2.0,1,0,1,0,7,"[2390, 4390, 4090, 6390, 4500, 21500, 2290]"
Fresh Times | 真空 + 封口 兩用機，簡單上手 !,afu,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,905668,success,29,1,429,60000,14340,45,3.0,0,0,1,0,6,"[1690, 2880, 5690, 13680, 1590, 3090]"
有製復古皮革世界地圖系列｜客製化地圖、新居贈禮、居家擺飾、開幕送禮,有製青年moleyouth,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53057,success,34,0,36,10000,14340,0,11.0,1,0,1,1,14,"[2500, 1900, 1990, 250, 490, 100, 1300, 3500, 1500, 3500, 38000, 200, 300, 199]"
星際爭霸戰 Star Trek : 發現號 徽章 隨身碟,Vast Intelligence,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,258457,success,34,2,176,100000,14340,5,,1,0,1,0,14,"[499, 649, 999, 799, 1199, 1967, 2698, 12999, 19999, 599, 749, 1099, 899, 1299]"
好孜【螢火蟲瓶蓋燈】LED與磁鐵的設計｜可多功能使用,好孜Hozzy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46800,success,15,1,45,30000,14340,0,,0,0,1,0,2,"[980, 550]"
5 秒顛覆你對咖啡的想像﹒你的隨身咖啡師｜VIKINC 微晶咖啡,Vikinc ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,514300,success,30,1,61,500000,14340,2,,1,0,1,0,10,"[1050, 900, 900, 1050, 1800, 2100, 1950, 3600, 9000, 27000]"
 LIBRE | Merge 最有質感的收納系統,LIBRE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162400,success,23,1,11,100000,14340,0,,1,0,1,1,7,"[10000, 8100, 5600, 4500, 2600, 2200, 900]"
最後一天！日本最新Air Bird 背包減壓裝置｜減輕高達54%的肩膀負擔！,Air Bird Taiwan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,714060,success,23,4,573,100000,14340,2,5.0,0,0,0,0,6,"[760, 1460, 3600, 7100, 720, 1400]"
Now & Forever｜可以擺上心愛照片當背景的萬年桌曆；今年最不一樣的居家辦公小物,半作 PenDraw,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67396,success,40,1,98,50000,14340,2,,0,0,1,0,7,"[258, 278, 298, 1200, 2200, 150, 60]"
奈米矽・水瓶｜多了奈米不怕髒，減塑生活好簡單,幸福生活創意有限公司,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102330,success,32,1,96,100000,14340,0,11.0,1,0,1,0,13,"[790, 760, 980, 880, 1920, 1820, 1720, 3460, 4400, 4100, 8200, 7800, 15500]"
▎大頭王 鏡界 - 大F系列 ▎不怕你頭大，只怕你不夠大 ▎Mr.Banboo台灣手工眼鏡 ▎利他之作,Mr.Banboo台灣手工眼鏡,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42580,success,44,2,6,6980,14340,0,10.0,1,1,1,1,9,"[6980, 7680, 7680, 7680, 7680, 7680, 7680, 7980, 8980]"
環保智慧垃圾筒,JoJoGo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48901,success,31,2,70,30000,14340,1,6.0,0,0,0,0,3,"[299, 750, 1990]"
遠紅外能量發熱背心,apollofiber inside®,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,256400,success,15,1,36,100000,14340,0,,1,0,1,0,3,"[4800, 9000, 42000]"
清蜓 FV2 無線吸塵器 | 比一瓶礦泉水輕，取代高階吸塵器！,米客邦,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5190629,success,43,3,1776,60000,14340,20,9.0,0,0,1,0,6,"[2490, 4780, 13740, 22800, 129, 2390]"
頂級全防割黑科技｜防盜後背包ClickPack X、防盜側肩包ClickSLING 震撼上市,桃子良品,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3541160,success,78,3,1052,8888,14340,25,5.0,1,0,1,0,20,"[290, 190, 1980, 3760, 1980, 2180, 2580, 7360, 3780, 4280, 5090, 6860, 9980, 6980, 1880, 3580, 3680, 4980, 4990, 6880]"
十二星座AR擴增實境筆記本｜與星星共創故事,AstroReality,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89265,success,43,6,88,30000,14340,4,4.0,1,0,1,1,7,"[980, 495, 580, 1150, 3360, 5900, 990]"
Rogy 360 全景攝影機｜100% MIT 📸 拍照、錄影、直播一機搞定,達標智源,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3133960,success,44,6,174,250000,14340,89,8.0,0,0,1,0,7,"[20980, 17980, 18980, 1380, 1380, 19980, 19980]"
饌食箸Ｉ 餐具材料新革命 首創類鑽石多彩環保筷,Diamond InnoTech 榮佑科技,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,234763,success,46,1,215,100000,14340,0,3.0,1,0,0,0,12,"[430, 840, 2080, 1930, 399, 780, 780, 780, 780, 7000, 7800, 820]"
ocean歐選環保水溶礦砂⎮可沖馬桶水解礦砂 顛覆傳統的想像,歐選ocean-環保水溶礦砂,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,258125,success,15,3,155,200000,14340,1,4.0,0,0,1,0,6,"[1135, 1135, 2210, 3240, 7175, 15520]"
罐罐拉麵屋，一款讓貓咪安心用餐的包廂式碗架,罐罐寵物工坊,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38260,success,25,1,12,30000,14340,0,,0,0,1,0,10,"[2290, 2990, 2590, 3290, 4980, 6380, 9560, 12360, 22900, 29900]"
EASY LIFE 冬月被｜ 台灣製作！超保暖、可機洗、好收納、免被套、超透氣，解決所有問題的好被子！,EASY LIFE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1085730,success,24,1,180,100000,14340,0,8.0,1,0,1,1,7,"[3780, 3880, 5980, 7300, 10950, 21600, 4280]"
伊鍵通｜超直覺．真方便．零通話費．居家照護鈴,PTCOM點通科技,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136230,success,20,1,75,100000,14340,4,5.0,1,0,1,0,6,"[1580, 2880, 6800, 24000, 1980, 990]"
拖把新革命 髒水分離拖把,JoJoGo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,284752,success,33,2,257,100000,14340,22,6.0,0,0,0,0,3,"[1099, 1199, 2298]"
宜蘭椅設計大賞金獎：牛舌凳(台灣原創設計製造),上誼文化,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,238880,success,16,2,45,100000,14340,0,,1,0,1,0,7,"[4680, 4980, 7990, 8200, 8880, 11900, 3990]"
 【 AGS PRO｜懸浮減壓背包 】會彈的後背包，彈去肩上負重感！,FX Creations,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,334885,success,39,2,103,100000,14340,2,7.0,0,0,0,0,7,"[2980, 2980, 3280, 3280, 5800, 11000, 26000]"
ChorusTank-65 PD雙口充電器｜即刻充電，即時收納，可客製化的筆電充電器,PowerFalcon,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120975,success,41,1,91,20000,14340,7,3.0,1,0,1,1,17,"[899, 1279, 1428, 949, 1329, 1478, 550, 1758, 2538, 2836, 1858, 2638, 2936, 7040, 1199, 1368, 1418]"
｜溫暖‧美味即食鍋時光｜在這冬天的季節 FUJACOOK富甲酷客即食鍋幫您一鍋萬用‧即烹即食‧健康美味,FUJACOOK,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,871764,success,31,5,214,100000,14340,0,,1,0,1,1,7,"[6400, 3312, 15600, 29800, 4988, 24940, 49880]"
Soul Knight【 捲捲郵差小包 】｜經典郵差包和機能小包完美結合｜《 捲曲收納＋包中包 》 全新設計,Soul Knight TW,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1361561,success,59,1,699,50000,14340,96,9.0,0,0,1,0,14,"[1790, 2390, 990, 990, 1790, 400, 3290, 4390, 15290, 20390, 1590, 1690, 1990, 2190]"
EVERLESS 名片型智慧提袋,英格國際行銷,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65540,success,20,2,34,60000,14340,0,6.0,1,0,1,0,7,"[880, 880, 1500, 1500, 1500, 3000, 3000]"
